Date,Quantity Sold (kg),Unit Price (NGN),Total Sales Value (NGN),Opening Stock (kg),Closing Stock (kg),Restocked Quantity (kg),Supplier Name,Supplier Cost (NGN),Transport Cost (NGN),Store Location,Season
10/13/2020,274,233,63856,254,7,247,Ogun Growers,200,8109,Port Harcourt,Dry Season
10/14/2020,254,215,54533,292,127,165,Local Farmer,162,6589,"Lagos, Yaba",Dry Season
10/15/2020,296,233,69032,109,-178,287,Jigawa Farm,206,8357,Port Harcourt,Dry Season
10/16/2020,261,268,69990,267,97,170,Jigawa Farm,206,5883,"Kano, Sabon Gari",Dry Season
10/17/2020,283,276,78052,212,-8,220,Kaduna Suppliers,199,4724,Ibadan,Dry Season
10/18/2020,152,233,35442,297,231,66,Kaduna Suppliers,180,8329,"Kano, Sabon Gari",Dry Season
10/19/2020,294,214,62872,241,22,219,Kaduna Suppliers,173,7836,"Lagos, Yaba",Dry Season
10/20/2020,296,266,78809,109,-117,226,Local Farmer,202,3123,"Lagos, Yaba",Dry Season
10/21/2020,148,225,33253,236,149,87,Ogun Growers,179,7446,Port Harcourt,Dry Season
10/22/2020,155,274,42534,180,60,120,Local Farmer,216,5336,"Abuja, Wuse",Dry Season
10/23/2020,188,248,46551,186,52,134,Kaduna Suppliers,209,5677,"Kano, Sabon Gari",Dry Season
10/24/2020,270,258,69532,196,-1,197,Ogun Growers,183,7307,"Abuja, Wuse",Dry Season
10/25/2020,225,294,66120,159,-36,195,Jigawa Farm,224,9866,Port Harcourt,Dry Season
10/26/2020,215,273,58765,167,-20,187,Kaduna Suppliers,194,4230,"Abuja, Wuse",Dry Season
10/27/2020,170,221,37515,289,122,167,Kaduna Suppliers,157,5409,Port Harcourt,Dry Season
10/28/2020,207,250,51779,198,12,186,Local Farmer,206,7416,"Abuja, Wuse",Dry Season
10/29/2020,188,240,45134,298,139,159,Kaduna Suppliers,168,6140,Ibadan,Dry Season
10/30/2020,145,213,30838,153,79,74,Local Farmer,156,8578,Port Harcourt,Dry Season
10/31/2020,170,268,45490,193,42,151,Ogun Growers,239,3422,"Lagos, Yaba",Dry Season
11/1/2020,229,221,50668,244,38,206,Ogun Growers,183,8020,"Abuja, Wuse",Dry Season
11/2/2020,125,287,35882,207,124,83,Local Farmer,232,8309,Port Harcourt,Dry Season
11/3/2020,177,236,41809,104,-17,121,Ogun Growers,176,9416,"Abuja, Wuse",Dry Season
11/4/2020,266,267,71136,297,58,239,Local Farmer,234,7532,Port Harcourt,Dry Season
11/5/2020,115,230,26405,109,67,42,Kaduna Suppliers,205,4275,"Abuja, Wuse",Dry Season
11/6/2020,104,300,31217,108,35,73,Local Farmer,252,3810,"Lagos, Yaba",Dry Season
11/7/2020,222,269,59770,113,-58,171,Jigawa Farm,209,4761,Ibadan,Dry Season
11/8/2020,103,274,28256,258,208,50,Ogun Growers,246,3231,"Abuja, Wuse",Dry Season
11/9/2020,119,285,33889,118,68,50,Ogun Growers,219,7908,"Kano, Sabon Gari",Dry Season
11/10/2020,152,297,45162,133,0,133,Ogun Growers,256,7404,"Kano, Sabon Gari",Dry Season
11/11/2020,270,258,69578,169,-90,259,Kaduna Suppliers,186,9891,Port Harcourt,Dry Season
11/12/2020,246,262,64559,226,62,164,Jigawa Farm,213,4749,Ibadan,Dry Season
11/13/2020,268,293,78616,168,-47,215,Local Farmer,225,7382,Ibadan,Dry Season
11/14/2020,285,248,70805,176,-17,193,Kaduna Suppliers,182,6114,"Abuja, Wuse",Dry Season
11/15/2020,259,282,73087,203,-39,242,Jigawa Farm,237,9174,Ibadan,Dry Season
11/16/2020,218,291,63450,203,84,119,Kaduna Suppliers,241,3949,"Kano, Sabon Gari",Dry Season
11/17/2020,227,292,66380,274,101,173,Jigawa Farm,260,3399,"Lagos, Yaba",Dry Season
11/18/2020,273,231,63119,177,-79,256,Jigawa Farm,194,5136,Ibadan,Dry Season
11/19/2020,294,249,73130,249,-5,254,Ogun Growers,195,5597,"Abuja, Wuse",Dry Season
11/20/2020,178,222,39427,258,159,99,Ogun Growers,178,8162,Port Harcourt,Dry Season
11/21/2020,259,254,65799,269,69,200,Kaduna Suppliers,198,5827,Port Harcourt,Dry Season
11/22/2020,219,251,54959,139,-13,152,Kaduna Suppliers,206,4824,Port Harcourt,Dry Season
11/23/2020,214,259,55425,217,82,135,Local Farmer,185,6592,"Abuja, Wuse",Dry Season
11/24/2020,152,299,45400,180,75,105,Ogun Growers,240,7663,"Lagos, Yaba",Dry Season
11/25/2020,166,273,45350,296,205,91,Kaduna Suppliers,232,5951,"Abuja, Wuse",Dry Season
11/26/2020,195,270,52593,208,101,107,Kaduna Suppliers,201,5957,Port Harcourt,Dry Season
11/27/2020,106,310,32853,276,211,65,Kaduna Suppliers,221,7252,Ibadan,Dry Season
11/28/2020,230,257,59071,109,-82,191,Ogun Growers,190,6800,"Kano, Sabon Gari",Dry Season
11/29/2020,130,276,35864,183,110,73,Kaduna Suppliers,211,9410,"Kano, Sabon Gari",Dry Season
11/30/2020,272,244,66288,141,-47,188,Local Farmer,172,3611,Ibadan,Dry Season
12/1/2020,219,265,58008,192,42,150,Jigawa Farm,210,4584,Port Harcourt,Dry Season
12/2/2020,143,279,39919,235,174,61,Kaduna Suppliers,206,8580,"Abuja, Wuse",Dry Season
12/3/2020,165,232,38219,190,100,90,Kaduna Suppliers,191,6029,Ibadan,Dry Season
12/4/2020,190,297,56468,159,38,121,Jigawa Farm,259,7310,"Lagos, Yaba",Dry Season
12/5/2020,200,229,45737,115,0,115,Jigawa Farm,191,4692,"Kano, Sabon Gari",Dry Season
12/6/2020,282,213,59960,182,-81,263,Kaduna Suppliers,167,9901,Ibadan,Dry Season
12/7/2020,298,228,67954,157,-43,200,Local Farmer,179,7637,"Kano, Sabon Gari",Dry Season
12/8/2020,152,218,33206,224,171,53,Jigawa Farm,184,3269,Port Harcourt,Dry Season
12/9/2020,195,300,58534,285,178,107,Ogun Growers,248,6822,Port Harcourt,Dry Season
12/10/2020,147,245,35987,195,114,81,Kaduna Suppliers,220,8825,Port Harcourt,Dry Season
12/11/2020,105,214,22489,150,143,7,Local Farmer,169,3273,"Kano, Sabon Gari",Dry Season
12/12/2020,249,234,58364,171,-73,244,Kaduna Suppliers,171,7275,"Abuja, Wuse",Dry Season
12/13/2020,201,268,53955,113,-60,173,Ogun Growers,219,4865,Port Harcourt,Dry Season
12/14/2020,141,278,39133,183,117,66,Kaduna Suppliers,199,7738,"Lagos, Yaba",Dry Season
12/15/2020,172,282,48522,182,72,110,Jigawa Farm,204,5774,"Lagos, Yaba",Dry Season
12/16/2020,133,260,34559,224,140,84,Jigawa Farm,223,8629,"Lagos, Yaba",Dry Season
12/17/2020,283,243,68885,260,61,199,Ogun Growers,198,5395,"Abuja, Wuse",Dry Season
12/18/2020,115,252,28951,189,118,71,Ogun Growers,192,5169,Ibadan,Dry Season
12/19/2020,298,277,82517,199,-87,286,Local Farmer,217,6252,"Kano, Sabon Gari",Dry Season
12/20/2020,134,234,31323,288,241,47,Jigawa Farm,205,4682,Port Harcourt,Dry Season
12/21/2020,295,214,63123,173,-52,225,Kaduna Suppliers,180,8365,Ibadan,Dry Season
12/22/2020,177,286,50680,164,56,108,Local Farmer,214,3745,"Lagos, Yaba",Dry Season
12/23/2020,291,235,68368,246,-1,247,Ogun Growers,176,9755,"Kano, Sabon Gari",Dry Season
12/24/2020,229,290,66467,269,46,223,Ogun Growers,212,8030,"Abuja, Wuse",Dry Season
12/25/2020,183,210,38483,194,49,145,Kaduna Suppliers,177,8737,Port Harcourt,Dry Season
12/26/2020,103,266,27368,106,73,33,Ogun Growers,198,4008,Port Harcourt,Dry Season
12/27/2020,165,231,38134,281,146,135,Kaduna Suppliers,163,3952,"Kano, Sabon Gari",Dry Season
12/28/2020,111,267,29664,259,164,95,Kaduna Suppliers,192,7943,Ibadan,Dry Season
12/29/2020,148,307,45485,106,39,67,Jigawa Farm,226,6108,Ibadan,Dry Season
12/30/2020,202,214,43276,138,-7,145,Jigawa Farm,155,4861,"Lagos, Yaba",Dry Season
12/31/2020,257,260,66928,137,-42,179,Local Farmer,226,9483,Ibadan,Dry Season
1/1/2021,299,320,95627,175,-45,220,Local Farmer,283,6326,Port Harcourt,Dry Season
1/2/2021,172,243,41794,291,200,91,Kaduna Suppliers,217,3756,Port Harcourt,Dry Season
1/3/2021,295,254,75032,127,-112,239,Ogun Growers,210,3983,"Kano, Sabon Gari",Dry Season
1/4/2021,140,286,40020,271,160,111,Kaduna Suppliers,251,7413,"Lagos, Yaba",Dry Season
1/5/2021,107,299,31956,229,138,91,Local Farmer,211,4392,"Abuja, Wuse",Dry Season
1/6/2021,227,317,71979,280,129,151,Kaduna Suppliers,237,9783,Ibadan,Dry Season
1/7/2021,275,227,62484,112,-85,197,Jigawa Farm,165,8331,"Kano, Sabon Gari",Dry Season
1/8/2021,143,303,43307,292,171,121,Ogun Growers,245,5314,"Lagos, Yaba",Dry Season
1/9/2021,264,260,68517,265,24,241,Kaduna Suppliers,212,8011,"Abuja, Wuse",Dry Season
1/10/2021,234,297,69517,281,126,155,Jigawa Farm,262,9070,"Abuja, Wuse",Dry Season
1/11/2021,293,225,66016,222,27,195,Kaduna Suppliers,189,9977,Ibadan,Dry Season
1/12/2021,167,232,38772,281,159,122,Local Farmer,166,8463,"Kano, Sabon Gari",Dry Season
1/13/2021,141,241,33931,172,44,128,Local Farmer,175,9769,Ibadan,Dry Season
1/14/2021,110,286,31461,202,162,40,Ogun Growers,223,5687,Port Harcourt,Dry Season
1/15/2021,235,252,59219,212,20,192,Jigawa Farm,207,7220,"Abuja, Wuse",Dry Season
1/16/2021,212,314,66543,126,-22,148,Jigawa Farm,223,6037,"Lagos, Yaba",Dry Season
1/17/2021,144,296,42666,190,92,98,Jigawa Farm,213,9577,"Kano, Sabon Gari",Dry Season
1/18/2021,294,317,93221,118,-168,286,Local Farmer,248,9249,Port Harcourt,Dry Season
1/19/2021,217,262,56785,168,27,141,Local Farmer,211,5733,Ibadan,Dry Season
1/20/2021,101,285,28771,278,190,88,Ogun Growers,220,5671,Ibadan,Dry Season
1/21/2021,169,271,45728,164,45,119,Ogun Growers,194,9413,"Abuja, Wuse",Dry Season
1/22/2021,291,273,79541,160,-53,213,Jigawa Farm,236,4601,Ibadan,Dry Season
1/23/2021,120,224,26927,131,62,69,Local Farmer,172,3027,"Abuja, Wuse",Dry Season
1/24/2021,204,307,62656,185,7,178,Kaduna Suppliers,227,6185,Port Harcourt,Dry Season
1/25/2021,110,302,33186,166,121,45,Kaduna Suppliers,232,7369,"Abuja, Wuse",Dry Season
1/26/2021,117,238,27894,183,77,106,Jigawa Farm,209,7859,"Abuja, Wuse",Dry Season
1/27/2021,237,282,66922,274,76,198,Kaduna Suppliers,248,8833,Ibadan,Dry Season
1/28/2021,297,294,87333,181,-30,211,Kaduna Suppliers,246,6521,Ibadan,Dry Season
1/29/2021,185,251,46466,256,168,88,Kaduna Suppliers,188,6902,"Lagos, Yaba",Dry Season
1/30/2021,188,279,52440,267,154,113,Kaduna Suppliers,212,9812,"Kano, Sabon Gari",Dry Season
1/31/2021,212,266,56346,272,126,146,Jigawa Farm,195,9072,Port Harcourt,Dry Season
2/1/2021,144,276,39674,235,115,120,Ogun Growers,200,8509,"Lagos, Yaba",Dry Season
2/2/2021,234,269,62928,289,71,218,Jigawa Farm,221,3622,"Abuja, Wuse",Dry Season
2/3/2021,237,235,55590,175,-25,200,Local Farmer,211,6098,Ibadan,Dry Season
2/4/2021,254,232,59007,113,-43,156,Jigawa Farm,163,8749,"Kano, Sabon Gari",Dry Season
2/5/2021,166,273,45290,136,-1,137,Jigawa Farm,228,3667,Ibadan,Dry Season
2/6/2021,126,282,35565,137,13,124,Kaduna Suppliers,243,6998,Port Harcourt,Dry Season
2/7/2021,261,249,64867,148,-77,225,Kaduna Suppliers,189,5173,Port Harcourt,Dry Season
2/8/2021,142,235,33363,136,80,56,Kaduna Suppliers,165,4747,Ibadan,Dry Season
2/9/2021,252,322,81084,129,-116,245,Ogun Growers,276,4050,Ibadan,Dry Season
2/10/2021,138,223,30840,297,159,138,Kaduna Suppliers,191,3157,"Abuja, Wuse",Dry Season
2/11/2021,254,309,78387,123,-113,236,Ogun Growers,254,6945,Ibadan,Dry Season
2/12/2021,118,316,37316,261,183,78,Ogun Growers,256,3434,"Lagos, Yaba",Dry Season
2/13/2021,191,311,59311,259,90,169,Local Farmer,242,8505,Port Harcourt,Dry Season
2/14/2021,235,280,65824,138,-65,203,Local Farmer,214,9795,Ibadan,Dry Season
2/15/2021,155,288,44573,146,80,66,Kaduna Suppliers,235,6598,Port Harcourt,Dry Season
2/16/2021,192,222,42665,176,21,155,Kaduna Suppliers,199,3559,"Abuja, Wuse",Dry Season
2/17/2021,143,219,31379,218,128,90,Local Farmer,192,3826,"Lagos, Yaba",Dry Season
2/18/2021,164,303,49702,298,224,74,Kaduna Suppliers,236,4167,"Kano, Sabon Gari",Dry Season
2/19/2021,100,261,26146,246,165,81,Jigawa Farm,211,3448,Port Harcourt,Dry Season
2/20/2021,197,249,49137,256,136,120,Kaduna Suppliers,175,5406,Port Harcourt,Dry Season
2/21/2021,131,289,37907,229,144,85,Ogun Growers,238,7909,Port Harcourt,Dry Season
2/22/2021,285,306,87090,156,-111,267,Kaduna Suppliers,260,6943,"Lagos, Yaba",Dry Season
2/23/2021,297,266,79131,264,28,236,Kaduna Suppliers,233,3296,Port Harcourt,Dry Season
2/24/2021,160,257,41050,278,160,118,Local Farmer,207,8399,Port Harcourt,Dry Season
2/25/2021,102,303,30953,159,138,21,Jigawa Farm,241,4641,Port Harcourt,Dry Season
2/26/2021,168,246,41294,112,31,81,Jigawa Farm,205,4011,"Lagos, Yaba",Dry Season
2/27/2021,250,225,56170,197,27,170,Ogun Growers,179,3060,"Lagos, Yaba",Dry Season
2/28/2021,262,222,58065,296,123,173,Jigawa Farm,178,9591,Port Harcourt,Dry Season
3/1/2021,267,248,66177,181,-49,230,Local Farmer,209,6756,"Kano, Sabon Gari",Dry Season
3/2/2021,183,286,52317,173,76,97,Local Farmer,237,4053,Ibadan,Dry Season
3/3/2021,293,257,75325,252,29,223,Jigawa Farm,218,7228,Ibadan,Dry Season
3/4/2021,244,244,59548,216,43,173,Jigawa Farm,215,3781,"Kano, Sabon Gari",Dry Season
3/5/2021,181,293,52964,264,145,119,Ogun Growers,232,5074,"Kano, Sabon Gari",Dry Season
3/6/2021,220,307,67609,186,34,152,Local Farmer,262,7996,"Kano, Sabon Gari",Dry Season
3/7/2021,175,303,52977,194,118,76,Local Farmer,214,6789,Port Harcourt,Dry Season
3/8/2021,202,266,53706,294,173,121,Jigawa Farm,225,5522,"Lagos, Yaba",Dry Season
3/9/2021,210,316,66298,184,61,123,Ogun Growers,246,8228,Port Harcourt,Dry Season
3/10/2021,237,248,58848,111,-86,197,Ogun Growers,216,8688,"Kano, Sabon Gari",Dry Season
3/11/2021,290,314,91121,170,-68,238,Jigawa Farm,243,3748,Ibadan,Dry Season
3/12/2021,216,286,61794,157,22,135,Kaduna Suppliers,202,7556,Port Harcourt,Dry Season
3/13/2021,166,216,35869,262,114,148,Ogun Growers,183,7876,"Kano, Sabon Gari",Dry Season
3/14/2021,126,302,38112,281,214,67,Kaduna Suppliers,221,7741,Port Harcourt,Dry Season
3/15/2021,225,276,62125,276,123,153,Kaduna Suppliers,229,8908,Port Harcourt,Dry Season
3/16/2021,269,254,68319,184,-83,267,Local Farmer,187,4690,Port Harcourt,Dry Season
3/17/2021,115,223,25698,223,193,30,Ogun Growers,195,8906,"Abuja, Wuse",Dry Season
3/18/2021,138,250,34469,171,129,42,Ogun Growers,202,8828,Port Harcourt,Dry Season
3/19/2021,123,233,28668,246,185,61,Kaduna Suppliers,184,7678,Ibadan,Dry Season
3/20/2021,258,272,70112,272,103,169,Kaduna Suppliers,198,3155,"Abuja, Wuse",Dry Season
3/21/2021,119,245,29184,173,88,85,Local Farmer,193,4237,"Lagos, Yaba",Dry Season
3/22/2021,271,308,83342,104,-71,175,Local Farmer,242,9309,Port Harcourt,Dry Season
3/23/2021,245,287,70253,130,-26,156,Jigawa Farm,211,8399,Ibadan,Dry Season
3/24/2021,147,319,46837,132,36,96,Jigawa Farm,275,6595,Ibadan,Dry Season
3/25/2021,149,261,38948,115,-17,132,Kaduna Suppliers,224,6766,Port Harcourt,Dry Season
3/26/2021,219,229,50052,140,-78,218,Ogun Growers,175,3644,Ibadan,Dry Season
3/27/2021,292,319,93154,185,-94,279,Ogun Growers,227,3914,"Kano, Sabon Gari",Dry Season
3/28/2021,226,285,64341,100,-83,183,Jigawa Farm,249,9748,Port Harcourt,Dry Season
3/29/2021,284,237,67314,255,-17,272,Local Farmer,176,9622,"Lagos, Yaba",Dry Season
3/30/2021,161,293,47121,233,131,102,Ogun Growers,232,6222,Port Harcourt,Dry Season
3/31/2021,212,316,67026,141,11,130,Kaduna Suppliers,278,4802,"Abuja, Wuse",Dry Season
4/1/2021,134,247,33139,253,205,48,Ogun Growers,214,3853,Port Harcourt,Dry Season
4/2/2021,266,240,63845,263,41,222,Local Farmer,190,6218,"Abuja, Wuse",Dry Season
4/3/2021,277,321,88971,117,-125,242,Local Farmer,273,3148,"Lagos, Yaba",Dry Season
4/4/2021,214,291,62173,186,51,135,Local Farmer,214,7405,"Kano, Sabon Gari",Dry Season
4/5/2021,231,314,72519,255,80,175,Jigawa Farm,265,6877,Port Harcourt,Dry Season
4/6/2021,106,238,25250,193,140,53,Jigawa Farm,201,5135,Ibadan,Dry Season
4/7/2021,158,251,39611,111,8,103,Ogun Growers,207,3328,Ibadan,Dry Season
4/8/2021,105,223,23414,273,266,7,Kaduna Suppliers,180,8037,"Abuja, Wuse",Dry Season
4/9/2021,140,303,42423,273,151,122,Local Farmer,249,9127,Ibadan,Dry Season
4/10/2021,255,243,61947,242,22,220,Jigawa Farm,180,5741,Port Harcourt,Dry Season
4/11/2021,125,244,30469,222,150,72,Kaduna Suppliers,184,9199,"Lagos, Yaba",Dry Season
4/12/2021,176,254,44736,129,-12,141,Jigawa Farm,190,3769,"Lagos, Yaba",Dry Season
4/13/2021,141,274,38697,226,121,105,Jigawa Farm,233,5053,"Lagos, Yaba",Dry Season
4/14/2021,187,262,48986,206,41,165,Local Farmer,234,4795,"Kano, Sabon Gari",Dry Season
4/15/2021,230,303,69719,185,-18,203,Kaduna Suppliers,227,5754,"Abuja, Wuse",Dry Season
4/16/2021,236,253,59720,209,-24,233,Ogun Growers,186,3189,"Abuja, Wuse",Dry Season
4/17/2021,201,230,46317,148,21,127,Kaduna Suppliers,193,8797,Ibadan,Dry Season
4/18/2021,144,303,43653,284,204,80,Ogun Growers,266,4561,"Abuja, Wuse",Dry Season
4/19/2021,233,279,64936,116,-30,146,Local Farmer,199,8962,Port Harcourt,Dry Season
4/20/2021,129,224,28955,108,61,47,Ogun Growers,187,4026,"Lagos, Yaba",Dry Season
4/21/2021,132,256,33799,281,194,87,Ogun Growers,203,6534,Port Harcourt,Dry Season
4/22/2021,221,264,58380,190,47,143,Ogun Growers,226,3916,"Lagos, Yaba",Dry Season
4/23/2021,238,243,57784,100,-46,146,Kaduna Suppliers,203,5371,Ibadan,Dry Season
4/24/2021,139,234,32526,279,154,125,Ogun Growers,174,6787,Ibadan,Dry Season
4/25/2021,206,308,63367,267,67,200,Kaduna Suppliers,252,3580,Ibadan,Dry Season
4/26/2021,157,223,34976,230,73,157,Ogun Growers,174,6560,"Abuja, Wuse",Dry Season
4/27/2021,294,291,85505,142,-117,259,Ogun Growers,225,3650,"Abuja, Wuse",Dry Season
4/28/2021,163,246,40106,242,164,78,Kaduna Suppliers,205,6830,"Abuja, Wuse",Dry Season
4/29/2021,181,296,53524,208,126,82,Ogun Growers,234,7568,Ibadan,Dry Season
4/30/2021,180,221,39701,187,68,119,Jigawa Farm,196,7788,Port Harcourt,Dry Season
5/1/2021,275,305,83866,264,70,194,Ogun Growers,258,8853,"Lagos, Yaba",Dry Season
5/2/2021,102,312,31801,101,-1,102,Local Farmer,255,7928,"Lagos, Yaba",Dry Season
5/3/2021,281,242,67918,215,23,192,Ogun Growers,216,8860,"Kano, Sabon Gari",Dry Season
5/4/2021,126,297,37370,258,231,27,Kaduna Suppliers,241,3780,Ibadan,Dry Season
5/5/2021,233,276,64365,152,-31,183,Kaduna Suppliers,198,8087,"Abuja, Wuse",Dry Season
5/6/2021,205,322,66060,148,-37,185,Ogun Growers,283,6613,Ibadan,Dry Season
5/7/2021,140,313,43794,164,118,46,Ogun Growers,247,5580,Ibadan,Dry Season
5/8/2021,151,259,39120,152,17,135,Kaduna Suppliers,187,5025,"Kano, Sabon Gari",Dry Season
5/9/2021,236,324,76350,215,36,179,Local Farmer,274,6973,Ibadan,Dry Season
5/10/2021,139,228,31706,231,125,106,Jigawa Farm,163,7767,"Abuja, Wuse",Dry Season
5/11/2021,208,312,64905,166,32,134,Jigawa Farm,228,5609,Port Harcourt,Dry Season
5/12/2021,277,222,61445,282,67,215,Jigawa Farm,166,4904,"Kano, Sabon Gari",Dry Season
5/13/2021,184,279,51282,263,135,128,Kaduna Suppliers,211,5163,"Lagos, Yaba",Dry Season
5/14/2021,266,279,74130,179,-7,186,Local Farmer,246,5431,"Kano, Sabon Gari",Dry Season
5/15/2021,263,267,70279,292,86,206,Local Farmer,224,5304,Port Harcourt,Dry Season
5/16/2021,217,285,61851,259,54,205,Ogun Growers,235,5957,Ibadan,Dry Season
5/17/2021,162,244,39599,160,20,140,Jigawa Farm,186,5674,"Lagos, Yaba",Dry Season
5/18/2021,264,244,64522,107,-144,251,Jigawa Farm,219,8392,"Lagos, Yaba",Dry Season
5/19/2021,144,224,32230,146,54,92,Kaduna Suppliers,163,7976,"Kano, Sabon Gari",Dry Season
5/20/2021,123,283,34838,295,193,102,Jigawa Farm,208,8041,Ibadan,Dry Season
5/21/2021,215,261,56128,290,100,190,Ogun Growers,193,4206,"Kano, Sabon Gari",Dry Season
5/22/2021,202,283,57155,221,87,134,Kaduna Suppliers,234,4503,"Kano, Sabon Gari",Dry Season
5/23/2021,136,261,35497,116,70,46,Kaduna Suppliers,188,6549,Port Harcourt,Dry Season
5/24/2021,227,257,58434,296,90,206,Local Farmer,217,8466,Port Harcourt,Dry Season
5/25/2021,194,316,61263,223,62,161,Jigawa Farm,256,5245,"Lagos, Yaba",Dry Season
5/26/2021,198,261,51631,180,61,119,Ogun Growers,229,4016,"Lagos, Yaba",Dry Season
5/27/2021,233,239,55689,248,38,210,Kaduna Suppliers,171,5105,"Kano, Sabon Gari",Dry Season
5/28/2021,115,318,36617,268,208,60,Jigawa Farm,233,8352,Port Harcourt,Dry Season
5/29/2021,263,246,64573,149,-88,237,Jigawa Farm,177,6796,"Kano, Sabon Gari",Dry Season
5/30/2021,109,250,27267,244,199,45,Jigawa Farm,200,8901,"Kano, Sabon Gari",Dry Season
5/31/2021,149,257,38258,280,176,104,Kaduna Suppliers,214,8912,"Abuja, Wuse",Dry Season
6/1/2021,88,339,29832,167,153,14,Kaduna Suppliers,264,5164,"Lagos, Yaba",Rainy Season
6/2/2021,109,364,39725,192,176,16,Kaduna Suppliers,290,6725,"Kano, Sabon Gari",Rainy Season
6/3/2021,147,397,58388,175,44,131,Kaduna Suppliers,354,4742,"Abuja, Wuse",Rainy Season
6/4/2021,157,378,59338,193,114,79,Ogun Growers,279,5473,Ibadan,Rainy Season
6/5/2021,72,334,24039,278,274,4,Jigawa Farm,249,7474,"Lagos, Yaba",Rainy Season
6/6/2021,98,373,36558,237,193,44,Kaduna Suppliers,300,5832,"Kano, Sabon Gari",Rainy Season
6/7/2021,123,345,42467,187,119,68,Kaduna Suppliers,303,5725,Port Harcourt,Rainy Season
6/8/2021,94,369,34667,260,166,94,Kaduna Suppliers,299,9384,Port Harcourt,Rainy Season
6/9/2021,167,380,63396,256,106,150,Ogun Growers,288,3978,Ibadan,Rainy Season
6/10/2021,90,345,31048,269,186,83,Local Farmer,292,9914,Ibadan,Rainy Season
6/11/2021,95,328,31136,259,170,89,Jigawa Farm,259,4846,"Abuja, Wuse",Rainy Season
6/12/2021,181,399,72287,156,5,151,Jigawa Farm,300,4469,Ibadan,Rainy Season
6/13/2021,156,401,62557,121,-9,130,Kaduna Suppliers,345,9467,Port Harcourt,Rainy Season
6/14/2021,132,376,49677,125,33,92,Kaduna Suppliers,336,3483,"Abuja, Wuse",Rainy Season
6/15/2021,82,336,27542,165,83,82,Jigawa Farm,289,9645,Ibadan,Rainy Season
6/16/2021,182,362,65901,283,140,143,Jigawa Farm,259,4702,"Lagos, Yaba",Rainy Season
6/17/2021,61,371,22632,185,148,37,Jigawa Farm,279,8916,"Kano, Sabon Gari",Rainy Season
6/18/2021,121,372,45037,208,168,40,Kaduna Suppliers,334,7365,Ibadan,Rainy Season
6/19/2021,72,336,24179,116,94,22,Kaduna Suppliers,301,9990,"Kano, Sabon Gari",Rainy Season
6/20/2021,182,359,65389,282,109,173,Jigawa Farm,268,8132,Port Harcourt,Rainy Season
6/21/2021,70,391,27347,185,196,0,Ogun Growers,297,6372,Ibadan,Rainy Season
6/22/2021,176,361,63518,236,61,175,Kaduna Suppliers,296,9517,"Kano, Sabon Gari",Rainy Season
6/23/2021,137,338,46312,195,60,135,Jigawa Farm,278,6644,Ibadan,Rainy Season
6/24/2021,180,403,72538,265,113,152,Local Farmer,347,3392,"Abuja, Wuse",Rainy Season
6/25/2021,79,389,30737,203,156,47,Jigawa Farm,278,3483,Ibadan,Rainy Season
6/26/2021,155,379,58798,204,55,149,Local Farmer,303,6865,"Lagos, Yaba",Rainy Season
6/27/2021,109,346,37705,101,42,59,Jigawa Farm,305,7307,"Kano, Sabon Gari",Rainy Season
6/28/2021,114,335,38171,125,48,77,Local Farmer,277,3798,"Kano, Sabon Gari",Rainy Season
6/29/2021,169,335,56562,133,-4,137,Ogun Growers,290,7907,"Abuja, Wuse",Rainy Season
6/30/2021,90,381,34322,237,227,10,Local Farmer,282,6467,"Abuja, Wuse",Rainy Season
7/1/2021,139,331,45988,161,59,102,Ogun Growers,272,9349,Ibadan,Rainy Season
7/2/2021,196,344,67330,210,75,135,Local Farmer,304,7853,"Abuja, Wuse",Rainy Season
7/3/2021,71,329,23351,265,240,25,Local Farmer,294,4546,"Kano, Sabon Gari",Rainy Season
7/4/2021,99,337,33342,117,62,55,Kaduna Suppliers,259,5436,Ibadan,Rainy Season
7/5/2021,179,398,71312,144,17,127,Ogun Growers,326,8620,Ibadan,Rainy Season
7/6/2021,134,352,47172,262,210,52,Kaduna Suppliers,264,5632,Port Harcourt,Rainy Season
7/7/2021,179,360,64369,230,120,110,Kaduna Suppliers,296,5575,"Abuja, Wuse",Rainy Season
7/8/2021,171,362,61975,140,60,80,Ogun Growers,259,8878,"Abuja, Wuse",Rainy Season
7/9/2021,154,327,50398,107,-39,146,Jigawa Farm,255,8504,Ibadan,Rainy Season
7/10/2021,152,395,60089,289,171,118,Kaduna Suppliers,309,6992,"Abuja, Wuse",Rainy Season
7/11/2021,112,331,37087,175,90,85,Ogun Growers,259,7150,"Lagos, Yaba",Rainy Season
7/12/2021,189,324,61265,126,-31,157,Local Farmer,244,4183,"Kano, Sabon Gari",Rainy Season
7/13/2021,95,331,31486,214,201,13,Local Farmer,272,7931,Ibadan,Rainy Season
7/14/2021,195,376,73281,228,50,178,Jigawa Farm,323,3179,"Kano, Sabon Gari",Rainy Season
7/15/2021,101,400,40363,289,252,37,Kaduna Suppliers,359,9645,"Kano, Sabon Gari",Rainy Season
7/16/2021,148,373,55199,242,107,135,Local Farmer,323,8537,"Abuja, Wuse",Rainy Season
7/17/2021,170,395,67134,202,42,160,Ogun Growers,330,6964,"Kano, Sabon Gari",Rainy Season
